id;char;reading;translation;jlpt_level
617;促す;うながす;to urge, to suggest, to demand;1
618;うぬぼれ;うぬぼれ;pretension, conceit, hubris;1
619;生まれつき;うまれつき;by nature, by birth, native;1
620;埋め込む;うめこむ;to embed, implant;1
621;梅干し;うめぼし;dried plum;1
622;裏返し;うらがえし;inside out, reverse;1
623;売り出し;うりだし;(bargain) sale;1
624;売り出す;うりだす;to put on sale, to market;1
625;潤う;うるおう;"to be moist; to profit by";1
626;浮気;うわき;affair, to cheat;1
627;上回る;うわまわる;to exceed;1
628;植わる;うわる;to be planted;1
629;運営;うんえい;management, administration, operation;1
630;うんざり;うんざり;tedious, boring, being fed up with;1
631;運送;うんそう;shipping, freight;1
632;運賃;うんちん;freight rates, shipping expenses, (passenger) fare;1
633;云々;うんぬん;and so on, and so forth;1
634;運搬;うんぱん;transport, carriage;1
635;運命;うんめい;fate;1
636;運輸;うんゆ;transportation;1
637;運用;うんよう;making use of, application, practical use;1
638;エアメール;エアメール;air mail;1
639;～営;～えい;~ run;1
640;英字;えいじ;English letter (character);1
641;映写;えいしゃ;projection;1
642;映像;えいぞう;reflection, image;1
643;英雄;えいゆう;hero, great man;1
644;液;えき;liquid, fluid;1
645;閲覧;えつらん;inspection, reference, browse;1
646;獲物;えもの;game, spoils, trophy;1
647;襟;えり;neck, collar;1
648;エレガント;エレガント;elegant;1
649;円滑;えんかつ;harmony, smoothness;1
650;縁側;えんがわ;veranda, porch, balcony, open corridor;1
651;沿岸;えんがん;coast, shore;1
652;婉曲;えんきょく;euphemistic, indirect, insinuating;1
653;演出;えんしゅつ;production (erg. play, direction);1
654;エンジニア;エンジニア;engineer;1
655;演じる;えんじる;to perform, to play (a part), to act;1
656;演ずる;えんずる;to perform, to play (a part), to act;1
657;沿線;えんせん;along railway line;1
658;縁談;えんだん;marriage proposal;1
659;遠方;えんぽう;long way, distant place;1
660;円満;えんまん;harmony, peace, smoothness;1
661;追い込む;おいこむ;to herd, to corner, to drive;1
662;追い出す;おいだす;to expel, to drive out;1
663;於いて;おいて;at, in, on;1
664;老いる;おいる;to age, to grow old;1
665;応急;おうきゅう;emergency;1
666;黄金;おうごん;gold;1
667;往診;おうしん;doctor's visit, house call;1
668;応募;おうぼ;subscription, application;1
669;おおい (かん);おおい (かん);hey;1
670;大方;おおかた;almost all, majority;1
671;大柄;おおがら;large build, large pattern;1
672;おおげさ;おおげさ;grandiose, exaggerated;1
673;大筋;おおすじ;outline, summary;1
674;大空;おおぞら;heaven, the sky;1
675;オートマチック;オートマチック;automatic;1
676;大幅;おおはば;full width, large scale, drastic;1
677;おおまかな;おおまかな;rough, approximate;1
678;大水;おおみず;flood;1
679;公;おおやけ;public;1
680;犯す;おかす;to perpetrate, to violate;1
681;侵す;おかす;to invade, to raid, to trespass;1
682;臆病;おくびょう;cowardice, timidity;1
683;遅らす;おくらす;to retard, to delay;1
684;厳か;おごそか;majestic, dignified;1
685;行い;おこない;conduct, behavior, action;1
686;おごる (ゆうしょくを～);おごる (ゆうしょくを～);to give (someone) a treat;1
687;収まる;おさまる;"to settle into; to be obtained";1
688;納まる;おさまる;"to settle into; to be obtained";1
689;治まる;おさまる;to be at peace, to calm down;1
690;お産;おさん;(giving) birth;1
691;押し切る;おしきる;to have one's own way;1
692;押し込む;おしこむ;to push into, to crowd into;1
693;惜しむ;おしむ;to be frugal, to value, to regret;1
694;押し寄せる;おしよせる;to push aside, to advance on;1
695;雄;おす;male (animal);1
696;御世辞;おせじ;flattery, compliment;1
697;襲う;おそう;to attack;1
698;遅くとも;おそくとも;at the latest;1
699;恐れ;おそれ;fear, horror;1
700;恐れ入る;おそれいる;to be filled with awe, to feel small;1
701;おだてる;おだてる;to flatter;1
702;落ち込む;おちこむ;to get depressed;1
703;落ち着き;おちつき;calm, composure;1
704;落葉;おちば;fallen leaves;1
705;乙;おつ;2nd in rank;1
706;お使い;おつかい;errand;1
707;おっかない;おっかない;frightening, scary;1
708;お手上げ;おてあげ;given in, given up hope;1
709;おどおど;おどおど;coweringly, hesitantly;1
710;脅す;おどす;to threaten, to menace;1
711;訪れる;おとずれる;to visit;1
712;お供;おとも;attendant, companion;1
713;衰える;おとろえる;to become weak, to decline;1
714;同い年;おないどし;of the same age;1
715;自ずから;おのずから;naturally, as a matter of course;1
716;怯える;おびえる;to become frightened;1
717;おびただしい;おびただしい;abundantly, innumerably;1
718;脅かす;おびやかす;to threaten, to coerce;1
719;帯びる;おびる;to bear, to carry, to be entrusted;1
720;お袋;おふくろ;mother;1
721;覚え;おぼえ;memory, sense, experience;1
722;おまけ;おまけ;"a discount; something additional";1
723;お宮;おみや;Shinto shrine;1
724;おむつ;おむつ;diaper, nappy;1
725;思い付き;おもいつき;plan, idea, suggestion;1
726;趣;おもむき;flavor, appearance, quaint;1
727;赴く;おもむく;to go, to proceed;1
728;重んじる;おもんじる;to respect, to honor, to esteem, to prize;1
729;重んずる;おもんずる;to honor, to respect, to value;1
730;親父;おやじ;one's father, old man, one's boss;1
731;及び;および;and, as well as;1
732;及ぶ;およぶ;to reach, to extend;1
733;折;おり;chance, occasion;1
734;檻;おり;cage, pen, jail cell;1
735;オリエンテーション;オリエンテーション;orientation;1
736;折り返す;おりかえす;to turn up, to fold back;1
737;織物;おりもの;textile, fabric;1
738;俺;おれ;I (ego) (boastful first-person pronoun);1
739;愚か;おろか;foolish, stupid;1
740;おろそか;おろそか;neglect, negligence, carelessness;1
741;おんぶ;おんぶ;carrying on one's back (erg. Baby);1
742;オンライン;オンライン;on-line;1
743;温和;おんわ;gentle, mild, moderate;1
744;我;が～;ego;1
745;カーペット;カーペット;carpet;1
746;～界;～かい;world, circle, kingdom;1
747;～街;～がい;town;1
748;改悪;かいあく;deterioration, changing for the worse;1
749;海運;かいうん;marine transportation;1
750;外貨;がいか;foreign money;1
751;改革;かいかく;reform, reformation, innovation;1
752;貝殻;かいがら;shell;1
753;外観;がいかん;appearance, exterior, facade;1
754;階級;かいきゅう;class, rank, grade;1
755;海峡;かいきょう;channel;1
756;会見;かいけん;interview, conference;1
757;介護;かいご;nursing;1
758;開催;かいさい;holding a meeting, open an exhibition;1
759;回収;かいしゅう;collection, recovery;1
760;改修;かいしゅう;repair, improvement;1
761;怪獣;かいじゅう;monster;1
762;解除;かいじょ;cancellation, release, cancel;1
763;外相;がいしょう;Foreign Minister;1
764;害する;がいする;to harm, to offend;1
765;概説;がいせつ;general statement, outline;1
766;回送;かいそう;forwarding;1
767;階層;かいそう;class, level, stratum, hierarchy;1
768;開拓;かいたく;cultivation, pioneer;1
769;会談;かいだん;conversation, interview;1
770;改定;かいてい;reform;1
771;改訂;かいてい;revision;1
772;ガイド;ガイド;guide;1
773;街道;かいどう;highway;1
774;該当;がいとう;corresponding, answering to, coming under;1
775;街頭;がいとう;in the street;1
776;ガイドブック;ガイドブック;guidebook;1
777;介入;かいにゅう;intervention;1
778;概念;がいねん;general idea, concept, notion;1
779;開発;かいはつ;development, exploitation;1
780;海抜;かいばつ;height above sea level;1
781;介抱;かいほう;nursing, looking after;1
782;解剖;かいぼう;dissection, autopsy;1
783;外来;がいらい;(abbr.) imported, outpatient clinic;1
784;回覧;かいらん;circulation;1
785;概略;がいりゃく;outline, summary, gist;1
786;海流;かいりゅう;ocean current;1
787;改良;かいりょう;improvement, reform;1
788;回路;かいろ;circuit (electric);1
789;海路;かいろ;sea route;1
790;省みる;かえりみる;to reflect;1
791;顧みる;かえりみる;to look back, to turn around, to review;1
792;顔付き;かおつき;facial expression;1
793;課外;かがい;extracurricular;1
794;掲げる;かかげる;to hoist, to fly (a sail), to float (a flag);1
795;かかと;かかと;shoe heel;1
796;書き取る;かきとる;to write down, to take dictation;1
797;掻き回す;かきまわす;to stir up, to churn, to disturb;1
798;かく (はじを);かく (はじを);to humiliate oneself;1
799;～画;～かく;~ strokes;1
800;学芸;がくげい;arts and sciences, liberal arts;1
801;格差;かくさ;difference, disparity;1
802;拡散;かくさん;scattering, diffusion;1
803;学士;がくし;university graduate;1
804;各種;かくしゅ;every kind, all sorts;1
805;隔週;かくしゅう;every other week;1
806;確信;かくしん;conviction, confidence;1
807;革新;かくしん;reform, innovation;1
808;学説;がくせつ;theory;1
809;確定;かくてい;fixed, decision;1
810;カクテル;カクテル;cocktail;1
811;獲得;かくとく;acquisition, possession;1
812;楽譜;がくふ;score (music, sheet music);1
813;確保;かくほ;guarantee, insure, secure;1
814;革命;かくめい;revolution;1
815;確立;かくりつ;establishment;1
816;賭;かけ;betting, gambling, a gamble;1
817;掛～;かけ～;credit;1
818;～掛け;～かけ;rack, hanger;1
819;崖;がけ;cliff;1
820;駆け足;かけあし;running fast, double time;1
821;家計;かけい;household economy, family finances;1
822;駆けっこ;かけっこ;(foot) race;1
823;加工;かこう;manufacturing, processing, treatment;1
824;化合;かごう;chemical combination;1
825;かさばる;かさばる;to be bulky;1
826;かさむ;かさむ;to pile up, to increase;1
827;箇条書;かじょうがき;itemized form, itemization;1
828;頭;かしら;head, chief;1
829;微か;かすか;faint, dim, weak;1
830;霞む;かすむ;to grow hazy, to be misty;1
831;擦る;かする;to rub, to chafe;1
832;火星;かせい;Mars;1
833;化石;かせき;fossil, petrifaction, fossilization;1
834;河川;かせん;rivers;1
835;化繊;かせん;synthetic fibers;1
836;過疎;かそ;depopulation;1
837;片～;かた～;single ~;1
838;片言;かたこと;broken (in reference to speaking style, e.g., Japanese);1
839;傾ける;かたむける;to incline, to tilt, to bend;1
840;固める;かためる;to harden, to freeze, to fortify;1
841;傍ら;かたわら;beside(s, while, nearby;1
842;花壇;かだん;flower bed;1
843;家畜;かちく;domestic animals, livestock, cattle;1
844;且つ;かつ;yet, and;1
845;がっくり;がっくり;heartbroken;1
846;合唱;がっしょう;chorus, singing in a chorus;1
847;がっしり;がっしり;firmly, solidly, tough;1
848;合致;がっち;agreement, concurrence, conforming to;1
849;がっちり;がっちり;solidly built, tightly;1
850;かつて;かつて;once, before, formerly;1
851;勝手;かって;"kitchen; one's way, selfishness";1
852;カット;カット;cut, cutting;1
853;活発;かっぱつ;vigor, active;1
854;合併;がっぺい;combination, amalgamation, merger;1
855;カテゴリー;カテゴリー;category;1
856;叶う;かなう;to come true;1
857;叶える;かなえる;to grant (request, wish);1
858;金槌;かなづち;(iron) hammer;1
859;かなわない;かなわない;be beyond one's power, be unable;1
860;加入;かにゅう;becoming a member, admission;1
861;予て;かねて;previously, already, lately;1
862;庇う;かばう;"to protect someone, to&nbsp;&nbsp;cover up for someone";1
863;株式;かぶしき;stock;1
864;かぶれる;かぶれる;"to react to; to be influenced by";1
865;花粉;かふん;pollen;1
866;貨幣;かへい;money, currency, coinage;1
867;構える;かまえる;to set up;1
868;過密;かみつ;crowded;1
869;噛み切る;かみきる;to bite off, to gnaw through;1
870;カムバック;カムバック;comeback;1
871;カメラマン;カメラマン;cameraman;1
872;粥;かゆ;rice porridge;1
873;体付き;からだつき;body build, figure;1
874;絡む;からむ;to entangle, to entwine;1
875;かりに;かりに;"temporarily; if, for argument's sake";1
876;カルテ;カルテ;clinical records (GER: Karte);1
877;ガレージ;ガレージ;garage (at house);1
878;過労;かろう;overwork, strain;1
879;かろうじて;かろうじて;barely, narrowly;1
880;交す;かわす;to exchange;1
881;代る代る;かわるがわる;alternately;1
882;簡易;かんい;simplicity, easiness, quasi-;1
883;灌漑;かんがい;irrigation;1
884;眼科;がんか;ophthalmology;1
